group_id	event_id	ref_id	event_type	included_3SS_ref_maxEntScan	included_3SS_var_maxEntScan	included_5SS_ref_maxEntScan	included_5SS_var_maxEntScan	3SS_status	5SS_status
2248	2248;SE:2248:44-237:275-1003:+	7280	SE	3.47	3.47	6.84	6.84	Same	Same
22490	22490;SE:22490:44-205:281-1004:+	2180	SE	5.35	5.35	7.93	7.93	Same	Same
22491	22491;SE:22491:44-213:296-1003:+	30615	SE	13.21	13.21	6.92	6.92	Same	Same
22491	22491;SE:22491:44-166:296-1003:+	30615	SE	7.32	7.32	6.92	6.92	Same	Same
22492	22492;SE:22492:44-248:305-1004:+	27200	SE	0.08	0.08	1.91	1.91	Same	Same
22492	22492;SE:22492:44-250:305-1004:+	27200	SE	-11.85	-11.85	1.91	1.91	Same	Same
22492	22492;SE:22492:44-201:305-1004:+	27200	SE	-3.25	-3.25	1.91	1.91	Same	Same
22492	22492;SE:22492:44-213:305-1004:+	27200	SE	1.86	1.86	1.91	1.91	Same	Same
22493	22493;SE:22493:44-205:275-1004:+	15578	SE	1.5	1.5	7.4	7.4	Same	Same
22494	22494;SE:22494:44-294:305-1004:+	24441	SE	3.62	3.62	10.65	10.65	Same	Same
22495	22495;SE:22495:44-205:258-1004:+	6483	SE	-0.36	-0.36	11.78	11.78	Same	Same
22496	22496;SE:22496:44-214:295-1003:+	21820	SE	9.5	9.5	4.82	4.82	Same	Same
22497	22497;SE:22497:44-213:305-1004:+	3817	SE	5.57	5.57	7.46	7.46	Same	Same
22497	22497;SE:22497:44-176:221-1004:+	3817	SE	11.21	11.21	6.06	6.06	Same	Same
22497	22497;SE:22497:44-176:305-1004:+	3817	SE	11.21	11.21	7.46	7.46	Same	Same
22498	22498;SE:22498:44-214:296-1004:+	13913	SE	6.43	6.43	6.38	6.38	Same	Same
22498	22498;SE:22498:44-217:296-1004:+	13913	SE	1.78	1.19	6.38	6.38	Same	Same
22499	22499;SE:22499:44-211:299-1004:+	366	SE	8.24	8.24	8.94	8.94	Same	Same
22499	22499;SE:22499:44-253:299-1004:+	366	SE	-3.62	-3.62	8.94	8.94	Same	Same
2249	2249;SE:2249:44-226:283-1003:+	28748	SE	0.08	0.08	1.91	1.91	Same	Same
2249	2249;SE:2249:44-191:283-1003:+	28748	SE	1.86	1.86	1.91	1.91	Same	Same
224	224;SE:224:44-205:243-1004:+	33222	SE	9.89	9.89	4.85	4.85	Same	Same
22500	22500;SE:22500:44-223:287-1004:+	22355	SE	8.56	8.06	11.81	11.81	Same	Same
22501	22501;SE:22501:44-227:283-1004:+	11733	SE	6.9	6.9	6.9	6.9	Same	Same
22501	22501;SE:22501:44-176:283-1004:+	11733	SE	-2.92	-2.92	6.9	6.9	Same	Same
22502	22502;SE:22502:44-205:249-1004:+	685	SE	9.33	9.33	3.71	3.71	Same	Same
22503	22503;SE:22503:44-225:305-1004:+	29158	SE	8.07	8.07	9.89	9.89	Same	Same
22504	22504;SE:22504:44-209:301-1004:+	24017	SE	7.73	7.73	10.91	10.91	Same	Same
22505	22505;SE:22505:44-231:305-1004:+	23272	SE	1.71	1.71	3.82	3.82	Same	Same
22505	22505;SE:22505:44-235:305-1004:+	23272	SE	0.37	0.37	3.82	3.82	Same	Same
22506	22506;SE:22506:44-205:258-1004:+	28937	SE	6.82	6.82	7.7	7.7	Same	Same
22507	22507;SE:22507:44-216:305-1004:+	20679	SE	7.18	7.18	11.08	11.08	Same	Same
22507	22507;SE:22507:44-230:305-1004:+	20679	SE	0.04	0.04	11.08	11.08	Same	Same
22508	22508;SE:22508:44-205:213-1004:+	22508	SE	2.59	2.59	10.57	10.57	Same	Same
22509	22509;SE:22509:44-240:269-1003:+	28323	SE	10.51	10.06	5.84	5.84	Same	Same
22509	22509;SE:22509:44-161:269-1003:+	28323	SE	8.36	8.36	5.84	5.84	Same	Same
2250	2250;SE:2250:44-225:305-1004:+	22334	SE	7.97	7.97	7.33	7.33	Same	Same
22510	22510;SE:22510:44-205:252-1004:+	26501	SE	8.38	8.38	8.14	8.14	Same	Same
22511	22511;SE:22511:44-262:305-1004:+	18615	SE	8.23	8.83	9.6	9.6	Same	Same
22511	22511;SE:22511:44-186:305-1004:+	18615	SE	5.03	5.03	9.6	9.6	Same	Same
22512	22512;SE:22512:44-213:296-1003:+	21572	SE	8.16	8.16	11.08	11.08	Same	Same
22512	22512;SE:22512:44-245:296-1003:+	21572	SE	-11.49	-11.65	11.08	11.08	Same	Same
22513	22513;SE:22513:44-212:297-1003:+	27690	SE	3.67	3.67	7.04	7.04	Same	Same
22513	22513;SE:22513:44-222:297-1003:+	27690	SE	-11.07	-11.07	7.04	7.04	Same	Same
22513	22513;SE:22513:44-256:297-1003:+	27690	SE	-2.54	-2.54	7.04	7.04	Same	Same
22514	22514;SE:22514:44-253:305-1004:+	10145	SE	6.95	6.95	9.49	9.49	Same	Same
22514	22514;SE:22514:44-164:305-1004:+	10145	SE	6.42	6.42	9.49	9.49	Same	Same
22515	22515;SE:22515:44-205:277-1004:+	30103	SE	8.33	8.33	4.82	4.82	Same	Same
22516	22516;SE:22516:44-226:283-1003:+	3758	SE	7.85	7.85	11.08	11.08	Same	Same
22517	22517;SE:22517:44-218:291-1003:+	19118	SE	9.98	9.98	3.85	3.85	Same	Same
22517	22517;SE:22517:44-255:291-1003:+	19118	SE	5.46	5.46	3.85	3.85	Same	Same
22518	22518;SE:22518:44-206:305-1004:+	17483	SE	6.21	6.21	7.48	7.48	Same	Same
22518	22518;SE:22518:44-238:305-1004:+	17483	SE	0.4	-16.3	7.48	7.48	Destroyed	Same
22518	22518;SE:22518:44-237:305-1004:+	17483	SE	-12.84	-6.41	7.48	7.48	Created	Same
22518	22518;SE:22518:44-251:305-1004:+	17483	SE	-3.84	-2.36	7.48	7.48	Same	Same
22519	22519;SE:22519:44-221:289-1004:+	2601	SE	4.91	4.91	7.81	7.81	Same	Same
22519	22519;SE:22519:44-192:289-1004:+	2601	SE	3.48	3.48	7.81	7.81	Same	Same
22519	22519;SE:22519:44-230:289-1004:+	2601	SE	-2.13	-2.13	7.81	7.81	Same	Same
22519	22519;SE:22519:44-197:289-1004:+	2601	SE	-0.68	-0.68	7.81	7.81	Same	Same
2251	2251;SE:2251:44-205:281-1004:+	2180	SE	5.35	5.35	7.93	7.93	Same	Same
22520	22520;SE:22520:44-215:295-1004:+	31842	SE	3.8	3.8	6.32	6.32	Same	Same
22521	22521;SE:22521:44-214:295-1003:+	21820	SE	9.5	9.5	4.82	4.82	Same	Same
22522	22522;SE:22522:44-240:269-1003:+	28323	SE	10.51	10.51	5.84	5.84	Same	Same
22522	22522;SE:22522:44-161:269-1003:+	28323	SE	8.36	8.36	5.84	5.84	Same	Same
22523	22523;SE:22523:44-214:295-1003:+	2596	SE	5.4	5.4	9.43	9.43	Same	Same
22524	22524;SE:22524:44-205:249-1004:+	18162	SE	6.46	6.46	8.99	8.99	Same	Same
22525	22525;SE:22525:44-273:305-1004:+	1420	SE	6.39	6.39	9.4	9.4	Same	Same
22526	22526;SE:22526:44-243:305-1004:+	10725	SE	10.02	10.02	6.36	6.36	Same	Same
22527	22527;SE:22527:44-216:294-1004:+	3506	SE	12.04	12.04	10.1	10.1	Same	Same
22527	22527;SE:22527:44-160:294-1004:+	3506	SE	3.77	3.77	10.1	10.1	Same	Same
22527	22527;SE:22527:44-184:294-1004:+	3506	SE	-3.57	-3.57	10.1	10.1	Same	Same
22528	22528;SE:22528:44-279:305-1004:+	25757	SE	10.49	10.49	10.28	10.28	Same	Same
22528	22528;SE:22528:44-280:305-1004:+	25757	SE	-9.33	-9.33	10.28	10.28	Same	Same
22529	22529;SE:22529:44-223:287-1004:+	22355	SE	8.56	7.84	11.81	11.81	Same	Same
2252	2252;SE:2252:44-205:249-1004:+	18111	SE	6.36	6.36	8.69	8.69	Same	Same
2252	2252;SE:2252:44-188:249-1004:+	18111	SE	3.39	3.39	8.69	8.69	Same	Same
22530	22530;SE:22530:44-207:303-1004:+	8154	SE	7.52	7.52	10.67	10.67	Same	Same
22530	22530;SE:22530:44-170:303-1004:+	8154	SE	2.26	2.26	10.67	10.67	Same	Same
22530	22530;SE:22530:44-161:303-1004:+	8154	SE	7.89	7.89	10.67	10.67	Same	Same
22531	22531;SE:22531:44-240:305-1004:+	16855	SE	6.88	6.88	6.62	6.62	Same	Same
22532	22532;SE:22532:44-209:301-1004:+	19526	SE	9.4	9.4	7.56	7.56	Same	Same
22533	22533;SE:22533:44-237:305-1004:+	15843	SE	2.42	2.42	9.79	9.79	Same	Same
22533	22533;SE:22533:44-242:305-1004:+	15843	SE	-1.04	-1.04	9.79	9.79	Same	Same
22534	22534;SE:22534:44-219:290-1003:+	21478	SE	4.75	5.49	1.91	1.91	Same	Same
22535	22535;SE:22535:44-205:249-1004:+	1014	SE	7.08	7.08	3.14	3.14	Same	Same
22536	22536;SE:22536:44-236:274-1004:+	16104	SE	10.83	10.83	6.51	6.51	Same	Same
22537	22537;SE:22537:44-210:299-1003:+	19313	SE	5.75	5.75	8.46	8.46	Same	Same
22537	22537;SE:22537:44-226:299-1003:+	19313	SE	0.12	1.88	8.46	8.46	Same	Same
22538	22538;SE:22538:44-230:305-1004:+	7023	SE	7.19	7.19	5.26	5.26	Same	Same
22538	22538;SE:22538:44-241:305-1004:+	7023	SE	1.97	1.97	5.26	5.26	Same	Same
22538	22538;SE:22538:44-248:305-1004:+	7023	SE	-14.3	-14.3	5.26	5.26	Same	Same
22539	22539;SE:22539:44-226:283-1003:+	3758	SE	7.85	7.85	11.08	11.08	Same	Same
2253	2253;SE:2253:44-228:282-1004:+	27042	SE	4.82	3.92	9.25	9.25	Same	Same
22540	22540;SE:22540:44-262:305-1004:+	18615	SE	8.23	9.37	9.6	9.6	Same	Same
22541	22541;SE:22541:44-231:279-1004:+	4233	SE	2.15	2.15	8.68	8.68	Same	Same
22541	22541;SE:22541:44-193:279-1004:+	4233	SE	4.99	4.99	8.68	8.68	Same	Same
22542	22542;SE:22542:44-205:243-1004:+	33222	SE	9.89	9.89	4.85	4.85	Same	Same
22543	22543;SE:22543:44-283:305-1004:+	16296	SE	9.01	9.71	8.83	8.83	Same	Same
22544	22544;SE:22544:44-205:267-1004:+	13380	SE	8.52	8.52	6.36	6.36	Same	Same
22545	22545;SE:22545:44-215:305-1004:+	21597	SE	6.57	6.57	-2.49	-2.49	Same	Same
22546	22546;SE:22546:44-220:289-1003:+	19067	SE	7.9	7.84	7.67	7.67	Same	Same
22547	22547;SE:22547:44-243:266-1003:+	3666	SE	8.25	8.25	7.87	7.87	Same	Same
22547	22547;SE:22547:44-250:266-1003:+	3666	SE	-3.65	-2.26	7.87	7.87	Same	Same
22547	22547;SE:22547:44-244:266-1003:+	3666	SE	-13.13	-13.13	7.87	7.87	Same	Same
22548	22548;SE:22548:44-224:285-1003:+	8144	SE	8.01	8.01	10.06	10.06	Same	Same
22549	22549;SE:22549:44-240:269-1003:+	28323	SE	10.51	8.62	5.84	5.84	Same	Same
22549	22549;SE:22549:44-161:269-1003:+	28323	SE	8.36	8.36	5.84	5.84	Same	Same
2254	2254;SE:2254:44-229:281-1004:+	29899	SE	9.91	9.91	9.49	9.49	Same	Same
22550	22550;SE:22550:44-230:305-1004:+	23687	SE	-1.27	-1.27	10.08	10.08	Same	Same
22551	22551;SE:22551:44-209:301-1004:+	24017	SE	7.73	7.73	10.91	10.91	Same	Same
22552	22552;SE:22552:44-227:283-1004:+	11733	SE	6.9	6.9	6.9	6.9	Same	Same
22552	22552;SE:22552:44-176:283-1004:+	11733	SE	-2.92	-2.92	6.9	6.9	Same	Same
22553	22553;SE:22553:44-210:299-1003:+	10882	SE	7.81	7.81	7.96	7.96	Same	Same
22554	22554;SE:22554:44-207:303-1004:+	1987	SE	8.82	8.82	6.99	6.99	Same	Same
22554	22554;SE:22554:44-211:303-1004:+	1987	SE	6.55	6.55	6.99	6.99	Same	Same
22554	22554;SE:22554:44-159:303-1004:+	1987	SE	10.11	10.11	6.99	6.99	Same	Same
22555	22555;SE:22555:44-205:249-1004:+	18162	SE	6.46	6.46	8.99	8.99	Same	Same
22556	22556;SE:22556:44-215:305-1004:+	21597	SE	6.57	6.57	-2.49	-2.49	Same	Same
22557	22557;SE:22557:44-219:305-1004:+	22919	SE	5.79	6.37	8.02	8.02	Same	Same
22558	22558;SE:22558:44-205:287-1004:+	30120	SE	6.41	6.41	2.99	2.99	Same	Same
22559	22559;SE:22559:44-226:283-1003:+	23465	SE	5.17	5.17	9.07	9.07	Same	Same
22559	22559;SE:22559:44-158:283-1003:+	23465	SE	10.39	10.39	9.07	9.07	Same	Same
2255	2255;SE:2255:44-262:305-1004:+	18615	SE	8.23	8.45	9.6	9.6	Same	Same
2255	2255;SE:2255:44-186:305-1004:+	18615	SE	5.03	5.03	9.6	9.6	Same	Same
22560	22560;SE:22560:44-225:305-1004:+	31177	SE	-1.06	-1.24	5.2	5.2	Same	Same
22560	22560;SE:22560:44-220:305-1004:+	31177	SE	-3.21	-1.91	5.2	5.2	Same	Same
22560	22560;SE:22560:44-245:305-1004:+	31177	SE	5.42	5.42	5.2	5.2	Same	Same
22561	22561;SE:22561:44-205:297-1004:+	16724	SE	5.3	5.3	7.27	7.27	Same	Same
22562	22562;SE:22562:44-205:243-1004:+	2845	SE	8.72	8.72	9.65	9.65	Same	Same
22563	22563;SE:22563:44-218:292-1004:+	8225	SE	7.83	7.83	11.01	11.01	Same	Same
22564	22564;SE:22564:44-256:305-1004:+	12577	SE	4.78	7.74	9.82	9.82	Same	Same
22564	22564;SE:22564:44-161:305-1004:+	12577	SE	6.63	6.63	9.82	9.82	Same	Same
22564	22564;SE:22564:44-158:305-1004:+	12577	SE	9.48	9.48	9.82	9.82	Same	Same
22565	22565;SE:22565:44-229:281-1004:+	29899	SE	9.91	9.91	9.49	9.49	Same	Same
22566	22566;SE:22566:44-243:305-1004:+	9613	SE	4.74	4.78	9.11	9.11	Same	Same
22567	22567;SE:22567:44-228:262-1003:+	26446	SE	9.41	9.41	4.34	4.34	Same	Same
22568	22568;SE:22568:44-205:265-1004:+	15217	SE	10.69	10.69	4.5	4.5	Same	Same
22568	22568;SE:22568:44-164:265-1004:+	15217	SE	9.73	9.73	4.5	4.5	Same	Same
22569	22569;SE:22569:44-229:281-1004:+	29899	SE	9.91	9.91	9.49	9.49	Same	Same
2256	2256;SE:2256:44-205:262-1004:+	7483	SE	0.08	-7.87	1.91	1.91	Destroyed	Same
2256	2256;SE:2256:44-204:262-1004:+	7483	SE	-5.61	3.14	1.91	1.91	Created	Same
2256	2256;SE:2256:44-204:312-1004:+	7483	SE	-5.61	3.14	4.81	4.81	Created	Same
2256	2256;SE:2256:44-205:312-1004:+	7483	SE	0.08	-7.87	4.81	4.81	Destroyed	Same
22570	22570;SE:22570:44-228:305-1004:+	22223	SE	13.0	12.55	8.73	8.73	Same	Same
22570	22570;SE:22570:44-161:305-1004:+	22223	SE	10.3	10.3	8.73	8.73	Same	Same
22570	22570;SE:22570:44-197:305-1004:+	22223	SE	-4.13	-4.13	8.73	8.73	Same	Same
22571	22571;SE:22571:44-205:213-1004:+	22508	SE	2.59	2.59	10.57	10.57	Same	Same
22572	22572;SE:22572:44-249:305-1004:+	28061	SE	11.9	11.9	7.64	7.64	Same	Same
22573	22573;SE:22573:44-223:287-1004:+	20142	SE	5.65	5.65	4.83	4.83	Same	Same
22574	22574;SE:22574:44-217:293-1004:+	13393	SE	6.47	6.47	8.35	8.35	Same	Same
22575	22575;SE:22575:44-206:304-1004:+	27561	SE	6.27	6.27	4.88	4.88	Same	Same
22576	22576;SE:22576:44-269:305-1004:+	32472	SE	5.57	3.52	10.06	10.06	Same	Same
22576	22576;SE:22576:44-266:305-1004:+	32472	SE	8.03	6.49	10.06	10.06	Same	Same
22577	22577;SE:22577:44-205:258-1004:+	6483	SE	-0.36	-0.36	11.78	11.78	Same	Same
22578	22578;SE:22578:44-232:278-1004:+	4433	SE	11.11	11.11	8.55	8.55	Same	Same
22578	22578;SE:22578:44-258:278-1004:+	4433	SE	-12.63	-14.22	8.55	8.55	Same	Same
22579	22579;SE:22579:44-205:256-1004:+	16311	SE	4.28	4.28	9.48	9.48	Same	Same
2257	2257;SE:2257:44-237:281-1004:+	30306	SE	6.81	6.81	6.03	6.03	Same	Same
22580	22580;SE:22580:44-205:276-1004:+	3930	SE	11.49	11.14	9.49	9.49	Same	Same
22580	22580;SE:22580:44-216:276-1004:+	3930	SE	-15.99	-15.99	9.49	9.49	Same	Same
22581	22581;SE:22581:44-225:284-1004:+	4286	SE	10.69	10.69	1.6	1.6	Same	Same
22582	22582;SE:22582:44-209:301-1004:+	24017	SE	7.73	7.73	10.91	10.91	Same	Same
22583	22583;SE:22583:44-220:289-1003:+	5970	SE	7.1	7.1	10.24	10.24	Same	Same
22584	22584;SE:22584:44-210:299-1003:+	19313	SE	5.75	5.75	8.46	8.46	Same	Same
22584	22584;SE:22584:44-226:299-1003:+	19313	SE	0.12	0.12	8.46	8.46	Same	Same
22584	22584;SE:22584:44-229:299-1003:+	19313	SE	-2.98	-3.28	8.46	8.46	Same	Same
22585	22585;SE:22585:44-243:266-1003:+	3666	SE	8.25	8.25	7.87	7.87	Same	Same
22585	22585;SE:22585:44-250:266-1003:+	3666	SE	-3.65	-15.11	7.87	7.87	Destroyed	Same
22585	22585;SE:22585:44-244:266-1003:+	3666	SE	-13.13	-13.13	7.87	7.87	Same	Same
22585	22585;SE:22585:44-253:266-1003:+	3666	SE	-16.15	-0.62	7.87	7.87	Same	Same
22586	22586;SE:22586:44-240:269-1003:+	28323	SE	10.51	10.32	5.84	5.84	Same	Same
22586	22586;SE:22586:44-161:269-1003:+	28323	SE	8.36	8.36	5.84	5.84	Same	Same
22587	22587;SE:22587:44-230:305-1004:+	23687	SE	-1.27	-1.27	10.08	10.08	Same	Same
22588	22588;SE:22588:44-220:289-1003:+	5970	SE	7.1	7.1	10.24	10.24	Same	Same
22589	22589;SE:22589:44-229:281-1004:+	29899	SE	9.91	9.91	9.49	9.49	Same	Same
2258	2258;SE:2258:44-237:281-1004:+	30306	SE	6.81	6.81	6.03	6.03	Same	Same
22590	22590;SE:22590:44-205:249-1004:+	3387	SE	8.17	8.17	9.16	9.16	Same	Same
22591	22591;SE:22591:44-249:305-1004:+	28061	SE	11.9	11.9	7.64	7.64	Same	Same
22592	22592;SE:22592:44-220:289-1003:+	19067	SE	7.9	5.62	7.67	7.67	Same	Same
22592	22592;SE:22592:44-223:289-1003:+	19067	SE	-24.12	5.01	7.67	7.67	Created	Same
22593	22593;SE:22593:44-220:290-1004:+	24976	SE	8.93	8.93	10.47	10.47	Same	Same
22594	22594;SE:22594:44-209:300-1003:+	15780	SE	5.53	5.53	4.86	4.86	Same	Same
22594	22594;SE:22594:44-159:300-1003:+	15780	SE	9.56	9.56	4.86	4.86	Same	Same
22595	22595;SE:22595:44-214:296-1004:+	13913	SE	6.43	6.43	6.38	6.38	Same	Same
22595	22595;SE:22595:44-217:296-1004:+	13913	SE	1.78	2.8	6.38	6.38	Same	Same
22596	22596;SE:22596:44-214:295-1003:+	2081	SE	9.16	9.16	9.85	9.85	Same	Same
22597	22597;SE:22597:44-221:289-1004:+	3147	SE	7.34	7.34	10.29	10.29	Same	Same
22598	22598;SE:22598:44-256:305-1004:+	12577	SE	4.78	-12.33	9.82	9.82	Destroyed	Same
22598	22598;SE:22598:44-161:305-1004:+	12577	SE	6.63	6.63	9.82	9.82	Same	Same
22598	22598;SE:22598:44-158:305-1004:+	12577	SE	9.48	9.48	9.82	9.82	Same	Same
22598	22598;SE:22598:44-257:305-1004:+	12577	SE	-6.9	6.16	9.82	9.82	Created	Same
22599	22599;SE:22599:44-221:289-1004:+	3147	SE	7.34	7.34	10.29	10.29	Same	Same
2259	2259;SE:2259:44-205:231-1004:+	5345	SE	9.6	9.6	10.28	10.28	Same	Same
2259	2259;SE:2259:44-214:231-1004:+	5345	SE	-1.9	-1.9	10.28	10.28	Same	Same
2259	2259;SE:2259:44-206:231-1004:+	5345	SE	-9.77	-9.77	10.28	10.28	Same	Same
225	225;SE:225:44-205:228-1004:+	18205	SE	-0.12	-0.12	9.27	9.27	Same	Same
22600	22600;SE:22600:44-231:278-1003:+	21970	SE	10.95	10.95	10.47	10.47	Same	Same
22600	22600;SE:22600:44-167:278-1003:+	21970	SE	2.19	2.19	10.47	10.47	Same	Same
22600	22600;SE:22600:44-252:278-1003:+	21970	SE	-1.53	0.24	10.47	10.47	Same	Same
22601	22601;SE:22601:44-210:300-1004:+	22790	SE	6.57	6.57	-2.49	-2.49	Same	Same
22602	22602;SE:22602:44-214:296-1004:+	32761	SE	9.96	9.96	6.49	6.49	Same	Same
22603	22603;SE:22603:44-216:293-1003:+	10485	SE	9.19	9.19	8.5	8.5	Same	Same
22603	22603;SE:22603:44-223:293-1003:+	10485	SE	2.54	2.54	8.5	8.5	Same	Same
22604	22604;SE:22604:44-205:252-1004:+	14003	SE	8.68	8.68	10.47	10.47	Same	Same
22604	22604;SE:22604:44-216:252-1004:+	14003	SE	6.32	6.32	10.47	10.47	Same	Same
22605	22605;SE:22605:44-205:287-1004:+	30120	SE	6.41	6.41	2.99	2.99	Same	Same
22606	22606;SE:22606:44-205:261-1004:+	28384	SE	9.51	9.51	9.49	9.49	Same	Same
22606	22606;SE:22606:44-171:261-1004:+	28384	SE	8.45	8.45	9.49	9.49	Same	Same
22607	22607;SE:22607:44-239:283-1003:+	20401	SE	6.81	9.14	6.03	6.03	Same	Same
22608	22608;SE:22608:44-214:295-1003:+	2596	SE	5.4	5.4	9.43	9.43	Same	Same
22609	22609;SE:22609:44-205:243-1004:+	20600	SE	10.83	10.83	6.51	6.51	Same	Same
22609	22609;SE:22609:44-163:243-1004:+	20600	SE	5.69	5.69	6.51	6.51	Same	Same
2260	2260;SE:2260:44-205:243-1004:+	33222	SE	9.89	9.89	4.85	4.85	Same	Same
22610	22610;SE:22610:44-215:295-1004:+	14030	SE	8.45	8.45	3.45	3.45	Same	Same
22610	22610;SE:22610:44-226:295-1004:+	14030	SE	2.1	2.1	3.45	3.45	Same	Same
22611	22611;SE:22611:44-226:283-1003:+	3758	SE	7.85	7.85	11.08	11.08	Same	Same
22612	22612;SE:22612:44-227:283-1004:+	12410	SE	10.1	10.1	9.65	9.65	Same	Same
22613	22613;SE:22613:44-239:283-1003:+	20401	SE	6.81	6.81	6.03	6.03	Same	Same
22614	22614;SE:22614:44-219:290-1003:+	2354	SE	4.71	4.71	6.8	6.8	Same	Same
22615	22615;SE:22615:44-205:251-1004:+	11151	SE	9.14	9.14	0.99	0.99	Same	Same
22616	22616;SE:22616:44-215:295-1004:+	14030	SE	8.45	8.45	3.45	3.45	Same	Same
22616	22616;SE:22616:44-226:295-1004:+	14030	SE	2.1	2.1	3.45	3.45	Same	Same
22617	22617;SE:22617:44-217:292-1003:+	4333	SE	7.98	7.98	5.95	5.95	Same	Same
22618	22618;SE:22618:44-206:305-1004:+	21552	SE	9.04	9.04	10.07	10.07	Same	Same
22618	22618;SE:22618:44-165:305-1004:+	21552	SE	8.79	8.79	10.07	10.07	Same	Same
22619	22619;SE:22619:44-205:258-1004:+	6483	SE	-0.36	-0.36	11.78	11.78	Same	Same
2261	2261;SE:2261:44-230:305-1004:+	23687	SE	-1.27	-1.27	10.08	10.08	Same	Same
22620	22620;SE:22620:44-225:305-1004:+	31177	SE	-1.06	-1.03	5.2	5.2	Same	Same
22620	22620;SE:22620:44-220:305-1004:+	31177	SE	-3.21	-2.78	5.2	5.2	Same	Same
22620	22620;SE:22620:44-245:305-1004:+	31177	SE	5.42	5.42	5.2	5.2	Same	Same
22621	22621;SE:22621:44-210:300-1004:+	16703	SE	7.11	7.11	6.92	6.92	Same	Same
22622	22622;SE:22622:44-283:305-1004:+	16296	SE	9.01	-7.54	8.83	8.83	Destroyed	Same
22623	22623;SE:22623:44-262:305-1004:+	18615	SE	8.23	10.57	9.6	9.6	Same	Same
22624	22624;SE:22624:44-237:281-1004:+	30306	SE	6.81	6.81	6.03	6.03	Same	Same
22625	22625;SE:22625:44-272:305-1004:+	8595	SE	8.9	8.9	9.45	9.45	Same	Same
22625	22625;SE:22625:44-284:305-1004:+	8595	SE	-17.85	-17.85	9.45	9.45	Same	Same
22626	22626;SE:22626:44-205:277-1004:+	30103	SE	8.33	8.33	4.82	4.82	Same	Same
22626	22626;SE:22626:44-164:277-1004:+	30103	SE	8.01	8.01	4.82	4.82	Same	Same
22627	22627;SE:22627:44-213:296-1003:+	28046	SE	9.58	9.58	7.87	7.87	Same	Same
22628	22628;SE:22628:44-205:222-1004:+	8546	SE	11.19	11.19	9.48	9.48	Same	Same
22629	22629;SE:22629:44-230:305-1004:+	6688	SE	7.98	7.98	5.95	5.95	Same	Same
22629	22629;SE:22629:44-263:305-1004:+	6688	SE	6.59	6.59	5.95	5.95	Same	Same
2262	2262;SE:2262:44-205:274-1004:+	14858	SE	7.1	7.1	10.24	10.24	Same	Same
22630	22630;SE:22630:44-205:258-1004:+	28937	SE	6.82	6.82	7.7	7.7	Same	Same
22631	22631;SE:22631:44-283:305-1004:+	16296	SE	9.01	9.01	8.83	8.83	Same	Same
22632	22632;SE:22632:44-205:246-1004:+	15288	SE	13.71	13.71	5.82	5.82	Same	Same
22633	22633;SE:22633:44-285:305-1004:+	30044	SE	11.93	11.07	9.79	9.79	Same	Same
22634	22634;SE:22634:44-237:281-1004:+	30306	SE	6.81	5.99	6.03	6.03	Same	Same
22635	22635;SE:22635:44-205:257-1004:+	14395	SE	6.95	6.95	9.49	9.49	Same	Same
22636	22636;SE:22636:44-205:243-1004:+	18403	SE	8.87	8.87	8.35	8.35	Same	Same
22637	22637;SE:22637:44-225:305-1004:+	29158	SE	8.07	8.07	9.89	9.89	Same	Same
22638	22638;SE:22638:44-205:303-1004:+	32983	SE	4.56	4.56	7.04	7.04	Same	Same
22639	22639;SE:22639:44-205:243-1004:+	17181	SE	3.01	3.01	9.09	9.09	Same	Same
2263	2263;SE:2263:44-218:292-1004:+	1192	SE	8.95	8.95	10.07	10.07	Same	Same
22640	22640;SE:22640:44-205:275-1004:+	15578	SE	1.5	1.5	7.4	7.4	Same	Same
22640	22640;SE:22640:44-214:275-1004:+	15578	SE	3.5	3.5	7.4	7.4	Same	Same
22641	22641;SE:22641:44-205:274-1004:+	14858	SE	7.1	7.1	10.24	10.24	Same	Same
22642	22642;SE:22642:44-227:283-1004:+	12410	SE	10.1	10.1	9.65	9.65	Same	Same
22642	22642;SE:22642:44-177:283-1004:+	12410	SE	5.29	5.29	9.65	9.65	Same	Same
22643	22643;SE:22643:44-228:281-1003:+	15650	SE	12.5	12.5	8.88	8.88	Same	Same
22644	22644;SE:22644:44-219:290-1003:+	21478	SE	4.75	4.75	1.91	1.91	Same	Same
22644	22644;SE:22644:44-195:290-1003:+	21478	SE	0.68	0.68	1.91	1.91	Same	Same
22645	22645;SE:22645:44-229:281-1004:+	29899	SE	9.91	9.91	9.49	9.49	Same	Same
22646	22646;SE:22646:44-219:290-1003:+	23637	SE	9.13	9.13	9.46	9.46	Same	Same
22646	22646;SE:22646:44-243:290-1003:+	23637	SE	-21.45	-21.45	9.46	9.46	Same	Same
22647	22647;SE:22647:44-213:305-1004:+	7277	SE	5.41	5.41	-1.06	-1.06	Same	Same
22647	22647;SE:22647:44-213:318-1004:+	7277	SE	5.41	5.41	-1.95	-1.95	Same	Same
22648	22648;SE:22648:44-218:291-1003:+	19118	SE	9.98	9.98	3.85	3.85	Same	Same
22649	22649;SE:22649:44-212:298-1004:+	5371	SE	7.95	7.95	7.68	7.68	Same	Same
22649	22649;SE:22649:44-166:298-1004:+	5371	SE	-0.86	-0.86	7.68	7.68	Same	Same
